frequency,magnitude,phase,complex,label
1025011.0498596557,0.003378267327712037,-40.83683868892857,(0.0025559118543132726-0.002209073274128207j),Loop measured
1069438.6623608554,0.0014414187722352468,12.83309633896692,(0.0014054138845478888+0.0003201560401931843j),Loop measured
1115791.9250809741,0.004027055868991099,-44.07830536102887,(0.002892995653739226-0.0028013845004607276j),Loop measured
1164154.3025268102,0.0023786209015165503,10.23990858197169,(0.002340734283237138+0.0004228479731649759j),Loop measured
1214612.876852762,0.0033460856354055866,2.165466414626779,(0.003343696102591457+0.00012643359119438562j),Loop measured
1267258.5046625014,0.0026180771280723686,6.38460457707805,(0.0026018393819471374+0.00029113515604371884j),Loop measured
1322185.9806069848,0.0013428540500809182,23.03744055565175,(0.001235760539062952+0.0005255025118051935j),Loop measured
1379494.2080733804,0.0016405013280983603,-65.31392659602288,(0.0006851492031284437-0.001490575451610868j),Loop measured
1439286.3772722636,0.003569000858009579,19.55020932762134,(0.0033632429912099204+0.0011943046958588317j),Loop measured
1501670.1510437392,0.0024369803769328496,107.9654922202427,(-0.000751672319961307+0.00231815920095229j),Loop measured
1566757.8587170602,0.004025093595605862,12.45802462313223,(0.003930319992065899+0.0008683105512168107j),Loop measured
1634666.6983728106,0.0024136933364028476,71.54411162708809,(0.0007641136514713738+0.002289551451667028j),Loop measured
1705518.9478718436,0.0014846960681213122,35.59347812979833,(0.0012073058739583205+0.0008641382652102729j),Loop measured
1779442.1850309735,0.0012563172625532286,73.74145079166382,(0.00035173398542836544+0.001206074735530065j),Loop measured
1856569.5173418485,0.0028897090967387787,-12.31105198730552,(0.0028232586873700506-0.0006161404449996681j),Loop measured
1937039.821646663,0.0013328052749627846,1.711930797981769,(0.0013322103919839623+3.981673591043535e-05j),Loop measured
2020997.9942022597,0.0029519164188590566,13.36606015301029,(0.0028719578180877023+0.0006823993222846873j),Loop measured
2108595.211582905,0.001683802952564022,23.48060571356304,(0.0015443756424661154+0.0006708921359061321j),Loop measured
2199989.202891504,0.0022261866326667343,47.71485559937234,(0.0014978244930220475+0.0016469452667187516j),Loop measured
2295344.5337694194,0.000899480233655079,70.62921004742702,(0.00029833980446363753+0.0008485623440907534j),Loop measured
2394832.9027162883,0.0013090527137410175,78.7932922076444,(0.00025441333891907384+0.0012840922320194802j),Loop measured
2498633.4502533814,0.002217882016061736,94.01724012473797,(-0.00015537734987883448+0.0022124327145282186j),Loop measured
2606933.081487202,0.0011140875410329157,57.39981893375064,(0.0006002407851031386+0.0009385638225414063j),Loop measured
2719926.80265414,0.00205277842131675,50.86811681970611,(0.001295523967497305+0.0015923306492885612j),Loop measured
2837818.0722521516,0.0024766350522455183,77.49193776036007,(0.0005363821623943554+0.0024178534607945776j),Loop measured
2960819.1673917435,0.00027836814820639423,-173.7698501810212,(-0.00027672410469924466-3.0209200821248806e-05j),Loop measured
3089151.5660259007,0.0017995637763124335,163.6213839513317,(-0.0017265361885296837+0.0005074471151886258j),Loop measured
3223046.3457472157,0.0019799568404793447,113.1894857345123,(-0.0007796540077894383+0.0018199914061057586j),Loop measured
3362744.5998703022,0.002203026735582222,138.8905479766222,(-0.0016598813670904672+0.001448489090354478j),Loop measured
3508497.8715486857,0.001030925419259144,126.3544915031268,(-0.0006111113452750742+0.0008302711266512469j),Loop measured
3660568.6067078738,0.0015629346783099262,130.0294194059092,(-0.0010052496741539435+0.0011967614220374683j),Loop measured
3819230.6266101385,0.0009361960238124309,160.1294185346052,(-0.0008804575067883257+0.00031820995229925027j),Loop measured
3984769.620901939,0.002306871792526178,-171.6272429935894,(-0.0022822844163347226-0.0003359096755209905j),Loop measured
4157483.662031762,0.00263995432770792,-169.7578222300531,(-0.0025978866079274594-0.0004694081643249678j),Loop measured
4337683.741964663,0.001958618253088481,-155.5104489975737,(-0.0017824148502363216-0.0008119007100553632j),Loop measured
4525694.332159907,0.0008474975191406108,-171.9582547645988,(-0.0008391635722228974-0.00011856029691088058j),Loop measured
4721853.967820034,0.0017661332546601188,-139.6574135108071,(-0.001346124472359477-0.001143317794023719j),Loop measured
4926515.857463355,0.0009128884039225242,-93.77146236071827,(-6.004697972598355e-05-0.0009109114107540869j),Loop measured
5140048.51891746,0.0016962535036139097,-117.5170489466046,(-0.0007836903760444225-0.0015043621050192058j),Loop measured
5362836.442878961,0.0019769391765151394,-93.9677941786962,(-0.00013679575813413722-0.0019722006561698696j),Loop measured
5595280.785234256,0.0012629617766961247,-95.01197898048098,(-0.00011033741527534113-0.0012581327847988816j),Loop measured
5837800.089387936,0.0014783006179115348,-61.06653836148924,(0.000715192356968572-0.0012937822882739447j),Loop measured
6090831.039899453,0.0016914499759955704,-38.52452120508622,(0.0013232917888100267-0.0010535188004793152j),Loop measured
6354829.248785083,0.002006723412354515,-22.83854285621656,(0.001849400834808756-0.0007788808675917165j),Loop measured
6630270.0759010175,0.001979946417083344,2.886906990699101,(0.0019774336520579183+9.971943757390277e-05j),Loop measured
6917649.484884721,0.0018508185908656972,13.32701438368797,(0.0018009765986348664+0.0004266295201502965j),Loop measured
7217484.936195866,0.002036402267726746,32.71568395698602,(0.0017133532499784834+0.0011006156626137942j),Loop measured
7530316.318864824,0.0016130145056561134,52.67831194382254,(0.0009779537029961014+0.0012827401725420658j),Loop measured
7856706.922626407,0.0014947547767625467,82.43892395207203,(0.0001966842825154423+0.0014817581231988696j),Loop measured
8197244.4521893645,0.0019435786784913255,94.47896149707603,(-0.00015177995043509488+0.0019376431369403416j),Loop measured
8552542.085467897,0.001251570825014964,116.8240363151628,(-0.0005647737781227996+0.0011168975376342882j),Loop measured
8923239.57768068,0.0017940380989582125,144.8360646683502,(-0.0014666397270256036+0.0010332185691439442j),Loop measured
9310004.413305478,0.0012359649739816395,170.8913795708772,(-0.0012203794555651739+0.00019566144572675677j),Loop measured
9713533.007963482,0.0016491026348841762,-158.0720356994886,(-0.0015297968198749608-0.0006158418549289984j),Loop measured
10134551.962397685,0.0018378157489241462,-132.7253699236093,(-0.0012469304464419663-0.0013500856227401502j),Loop measured
10573819.370803019,0.0019662187760844645,-101.7752474084304,(-0.00040125245556566673-0.001924840965464319j),Loop measured
11032126.185864218,0.001431028239238083,-69.28443993160265,(0.0005061960068927643-0.0013385094038155538j),Loop measured
11510297.642959267,0.0014317456938875007,-38.77824168785303,(0.0011161543865569061-0.0008967135090624975j),Loop measured
12009194.746092819,0.0016879969629035683,-7.508580966366615,(0.0016735228984753492-0.00022057845554436232j),Loop measured
12529715.81823532,0.0024022361927631716,28.04438537152086,(0.002120174367989183+0.0011294243556533425j),Loop measured
13072798.118859228,0.0019266439606076251,68.28803184189334,(0.0007127442657380532+0.0017899588158958742j),Loop measured
13639419.531585084,0.0023417384392403527,104.1768462004006,(-0.0005735282825305965+0.0022704193945069593j),Loop measured
14230600.324976072,0.0017554388903479711,145.001284714462,(-0.0014379939320192877+0.0010068461397958598j),Loop measured
14847404.989651686,0.0013038460578106727,-174.2017105224492,(-0.0012971752232714088-0.00013172312856595428j),Loop measured
15490944.155028429,0.00130881531796757,-128.8255169096964,(-0.0008205628506521758-0.0010196441264853765j),Loop measured
16162376.589138832,0.002242370388763127,-85.72072716484483,(0.00016732115544818447-0.002236119091493381j),Loop measured
16862911.285129707,0.0023024577463033177,-40.0713282481129,(0.0017619411356876885-0.0014821859221716186j),Loop measured
17593809.63819666,0.0016815098269783713,10.23388843281088,(0.001654758176712344+0.00029874851435357947j),Loop measured
18356387.71687464,0.0014262075653915616,55.91448209868005,(0.0007992890436015887+0.0011811879801109488j),Loop measured
19152018.632774275,0.0013127090589380886,111.1453104009522,(-0.0004735394325793413+0.0012243224572025776j),Loop measured
19982135.01303101,0.0012008917004753096,165.1612678510876,(-0.0011608425452673441+0.0003075474944910376j),Loop measured
20848231.579918902,0.0016590373192350862,-132.7514817558206,(-0.0011261872750582657-0.0012182393230033167j),Loop measured
21751867.84227406,0.0014304964506267424,-72.05706091065727,(0.0004406925886134749-0.0013609225318132045j),Loop measured
22694670.90357391,0.0025532302384710147,-7.961054614240794,(0.0025286233274103113-0.000353622282554649j),Loop measured
23678338.39172858,0.002281470784126154,54.18909763042823,(0.0013349159230403097+0.001850164429783106j),Loop measured
24704641.515859816,0.001624846175386662,123.9116548609826,(-0.0009065243234271585+0.001348457913582621j),Loop measured
25775428.25557151,0.0022217329774933754,-161.3124310420135,(-0.002104602807195581-0.0007118598508316506j),Loop measured
26892626.688454546,0.0020483823992306295,-83.5861679160656,(0.0002288224213717419-0.002035561532588834j),Loop measured
28058248.461817548,0.0013264306965332466,-4.739950553172601,(0.001321894318661328-0.00010960749516605876j),Loop measured
29274392.414894633,0.0011314576175363994,74.19988365877954,(0.0003080757702821594+0.001088708252952185j),Loop measured
30543248.358052578,0.0021400158544682846,159.7717236452548,(-0.0020080250233254077+0.0007399347018991737j),Loop measured
31867101.01580223,0.0017957615892941173,-108.7824755980804,(-0.0005781923838507143-0.0017001333044326739j),Loop measured
33248334.14071391,0.0022010372376517597,-19.15082945325845,(0.002079227989135677-0.0007220636334316368j),Loop measured
34689434.805644594,0.0018034819059101332,76.9056349129726,(0.00040858877732931597+0.0017565882260751325j),Loop measured
36192997.882005416,0.002061079969044921,-177.155612787501,(-0.0020585407052450024-0.00010227807021850165j),Loop measured
37761730.71213309,0.001665654518660596,-73.53548370251436,(0.00047208227897616533-0.0015973550943391176j),Loop measured
39398457.984178595,0.0018588898988871512,30.8637351418887,(0.0015956520824825578+0.0009536068832877412j),Loop measured
41106126.818290725,0.0011876583281104141,151.8776204366698,(-0.0010474467385017578+0.0005598103556849001j),Loop measured
42887812.07325285,0.0017465977486888018,-88.6064844758569,(4.247557409811662e-05-0.0017460811897875273j),Loop measured
44746721.8831282,0.001779866415098354,35.15110928409184,(0.0014552836976325148+0.001024731093994957j),Loop measured
46686203.43388297,0.0017385609670761775,163.4451627916878,(-0.0016664932121896877+0.0004953732027134188j),Loop measured
48709748.99038867,0.002153278815908453,-55.69338313394451,(0.0012136341242750372-0.0017786798113868818j),Loop measured
50821002.184656166,0.0015513077815623505,86.51240524584371,(9.436982134837618e-05+0.0015484347483683569j),Loop measured
53023764.57662421,0.002165186612469555,-122.4590136621796,(-0.001162047327105002-0.001826931601452421j),Loop measured
55322002.49931552,0.0020403378459220773,33.43802313404511,(0.0017026259501209994+0.0011242968466897462j),Loop measured
57719854.20068648,0.0014672466051229662,-160.512239879737,(-0.0013831921252888642-0.0004894815060691716j),Loop measured
60221637.29502968,0.0018728555723011154,12.94386017248215,(0.001825266330288949+0.00041951259601214787j),Loop measured
62831856.53734679,0.0021086297662838934,-169.046967051828,(-0.002070217417512676-0.00040064864343413597j),Loop measured
