ch1,ch2,frequency
2.2708624098500887e-08,2.4709523844242924e-08,4366963.8883632915
2.2422274492779938e-08,2.4486648206704438e-08,4379679.545915375
2.229473334743945e-08,2.4835443700424004e-08,4392395.2034674585
2.2611813383714092e-08,2.5501806386407887e-08,4405110.8610195415
2.270657814861422e-08,2.5755293536400183e-08,4417826.518571625
2.3023636997497072e-08,2.5754716696510517e-08,4430542.1761237085
2.359473107382769e-08,2.5690629123454376e-08,4443257.8336757915
2.403877955810843e-08,2.549952441897103e-08,4455973.491227875
2.445105486510693e-08,2.537193874963693e-08,4468689.1487799585
2.4736297441719807e-08,2.5339621769566635e-08,4481404.8063320415
2.4449970863886528e-08,2.546607354913896e-08,4494120.463884125
2.4036648158134992e-08,2.5719531054279186e-08,4506836.1214362085
2.362334490846384e-08,2.622699313762249e-08,4519551.7789882915
2.3305314379436515e-08,2.6416923111295884e-08,4532267.436540375
2.3368303955204264e-08,2.600358823276127e-08,4544983.0940924585
2.355829082581524e-08,2.47012806772025e-08,4557698.7516445415
2.3494278383883482e-08,2.4002262781372852e-08,4570414.409196625
2.3081038257838198e-08,2.377950158888695e-08,4583130.0667487085
2.269956492602934e-08,2.3969470656156854e-08,4595845.7243007915
2.266732580864799e-08,2.4572143103492357e-08,4608561.381852875
2.323826833120795e-08,2.5174790692141946e-08,4621277.0394049585
2.352347711189529e-08,2.5491703267006638e-08,4633992.6969570415
2.3586460491021044e-08,2.6221287167676153e-08,4646708.354509125
2.3585953919954158e-08,2.7077817891952756e-08,4659424.0120612085
2.387114040485895e-08,2.758513432423195e-08,4672139.6696132915
2.4029344455356346e-08,2.767977326957825e-08,4684855.327165375
2.387012114389812e-08,2.745698775195728e-08,4697570.9847174585
2.3774388837834192e-08,2.698028105762225e-08,4710286.6422695415
2.386910680495201e-08,2.599574265060598e-08,4723002.299821625
2.4598625196540877e-08,2.4947766973524034e-08,4735717.9573737085
2.5296374491666035e-08,2.4502887211500853e-08,4748433.6149257915
2.548627447164866e-08,2.4438893328978167e-08,4761149.272477875
2.5009666486321065e-08,2.48192375536841e-08,4773864.9300299585
2.4088754917196848e-08,2.526304204754768e-08,4786580.5875820415
2.3104409484537678e-08,2.5706829234169668e-08,4799296.245134125
2.2691357300049966e-08,2.5801501377539335e-08,4812011.9026862085
2.2373529990302963e-08,2.5832699875328527e-08,4824727.5602382915
2.205571702751755e-08,2.6086042297294138e-08,4837443.217790375
2.2467804672548088e-08,2.656151484593609e-08,4850158.8753424585
2.3451079979746405e-08,2.700523553824654e-08,4862874.5328945415
2.3767925463930038e-08,2.697294612061486e-08,4875590.190446625
2.3196256796938056e-08,2.6559872693621275e-08,4888305.8479987085
2.287846537785331e-08,2.6654522770314532e-08,4901021.5055507915
2.2751073689132665e-08,2.6336668287280488e-08,4913737.163102875
2.3480405869913788e-08,2.5764985900499994e-08,4926452.8206549585
2.3860683558965915e-08,2.5351976281401286e-08,4939168.4782070415
2.4336133961817187e-08,2.5414919561167623e-08,4951884.135759125
2.4367369477881468e-08,2.5858601724574736e-08,4964599.7933112085
2.4176511032107504e-08,2.6143628727633313e-08,4977315.4508632915
2.392220738153177e-08,2.620655609700961e-08,4990031.108415375
2.4048632312444766e-08,2.6332935117848492e-08,5002746.7659674585
2.4048150219789568e-08,2.649103619198455e-08,5015462.4235195415
2.3984219050511415e-08,2.607807944381003e-08,5028178.081071625
2.3952016175172346e-08,2.5443068837732744e-08,5040893.7386237085
2.3856368009688522e-08,2.503015207399501e-08,5053609.3961757915
2.360210853344197e-08,2.4997932156387463e-08,5066325.053727875
2.3538196148748424e-08,2.5695335418445043e-08,5079040.7112799585
2.3791507585088777e-08,2.6329268394164916e-08,5091756.3688320415
2.3727596384595233e-08,2.6519078312194675e-08,5104472.026384125
2.3600247375382548e-08,2.6740602872913288e-08,5117187.6839362085
2.3821826112248777e-08,2.658147840487946e-08,5129903.3414882915
2.4297153561423752e-08,2.6073446772180577e-08,5142618.999040375
2.4582150274017418e-08,2.5724030802875e-08,5155334.6565924585
2.4613390844436254e-08,2.5374629736532217e-08,5168050.3141445415
2.4327454726522194e-08,2.524726722596045e-08,5180765.971696625
2.3819511497163534e-08,2.5468798578192167e-08,5193481.6292487085
2.3406738431345733e-08,2.5817188459505996e-08,5206197.2868007915
2.324770915103179e-08,2.5848407855512837e-08,5218912.944352875
2.312040238727565e-08,2.549904460818878e-08,5231628.6019049585
2.3246818656657013e-08,2.4927693675487604e-08,5244344.2594570415
2.334151725779834e-08,2.4768648068397423e-08,5257059.917009125
2.3182506117634064e-08,2.5053597582668827e-08,5269775.5745612085
2.2738086879117287e-08,2.5021409410911493e-08,5282491.2321132915
2.2579095551447447e-08,2.5020935941140503e-08,5295206.889665375
2.3054343666052492e-08,2.514731021620306e-08,5307922.5472174585
2.3529575037446605e-08,2.514683693355142e-08,5320638.2047695415
2.4099921006099556e-08,2.5019523255016512e-08,5333353.862321625
2.4448278015144662e-08,2.4701956645652e-08,5346069.5198737085
2.4194147740583526e-08,2.4542949346280013e-08,5358785.1774257915
2.346439846964122e-08,2.4510783806800898e-08,5371500.834977875
2.289321781146411e-08,2.4510328764905478e-08,5384216.4925299585
2.26708416730944e-08,2.4541582454510585e-08,5396932.1500820415
2.23216473659793e-08,2.4224060493761626e-08,5409647.807634125
2.228953008473453e-08,2.400167037573832e-08,5422363.4651862085
2.2479355152453893e-08,2.4476815483348954e-08,5435079.1227382915
2.2542353844094174e-08,2.469830329753778e-08,5447794.780290375
2.260535137611261e-08,2.4792966025413832e-08,5460510.4378424585
2.2795163689739514e-08,2.5046146474122694e-08,5473226.0953945415
2.311178388717815e-08,2.4792064471568327e-08,5485941.752946625
2.3682016442779904e-08,2.456969577396844e-08,5498657.4104987085
2.3649886624544275e-08,2.4442443146814527e-08,5511373.0680507915
2.3110532122836547e-08,2.4473704799492197e-08,5524088.725602875
2.26663015497202e-08,2.4631771054730906e-08,5536804.3831549585
2.231718971472312e-08,2.434602514333431e-08,5549520.0407070415
2.1936391505812078e-08,2.3838390769321797e-08,5562235.698259125
2.2126197608448034e-08,2.3901365324885122e-08,5574951.3558112085
2.2442793531281463e-08,2.4408122908314585e-08,5587667.0133632915
