ch1,ch2,frequency
3.386413106024381e-08,3.885162503440729e-08,1912841.9808112083
3.306887044769106e-08,3.8151501832542714e-08,1925557.6383632915
3.2400724754600065e-08,3.7546722215624786e-08,1938273.295915375
3.201850346137976e-08,3.7799622141906665e-08,1950988.9534674583
3.1953942112194885e-08,3.763958389955362e-08,1963704.6110195415
3.23658215904322e-08,3.7670131900149746e-08,1976420.268571625
3.24600629943952e-08,3.760539587608994e-08,1989135.9261237083
3.188733381274923e-08,3.703250122078248e-08,2001851.5836757915
3.1409920855284136e-08,3.6618441603784245e-08,2014567.241227875
3.0456166284106806e-08,3.607737737095446e-08,2027282.8987799583
3.099506453761317e-08,3.601270818202186e-08,2039998.5563320415
3.134339253521964e-08,3.582102004025102e-08,2052714.213884125
3.169169985979127e-08,3.5184772990629993e-08,2065429.8714362083
3.1658936180496625e-08,3.5056635449617126e-08,2078145.5289882915
3.045130818310374e-08,3.5182533333554684e-08,2090861.186540375
2.97200411701228e-08,3.559419460652527e-08,2103576.8440924585
2.8830066174502203e-08,3.5624817453514835e-08,2116292.5016445415
2.8924404250599367e-08,3.552843946917749e-08,2129008.159196625
2.8764744481552972e-08,3.498758103606112e-08,2141723.8167487085
2.901782237480637e-08,3.5018225469815564e-08,2154439.4743007915
2.9175644274946883e-08,3.5048869727466114e-08,2167155.131852875
2.949218853666935e-08,3.4793798316673414e-08,2179870.7894049585
2.9523007859176625e-08,3.4824451205931996e-08,2192586.4469570415
2.9268129155653904e-08,3.504556896729057e-08,2205302.104509125
2.8283174709065635e-08,3.472704055187184e-08,2218017.7620612085
2.8345775534461358e-08,3.4725955693953776e-08,2230733.4196132915
2.9265386269764726e-08,3.4280495847446745e-08,2243449.077165375
3.0597563908243753e-08,3.4596830560151134e-08,2256164.7347174585
3.002530669962745e-08,3.4310102053168364e-08,2268880.3922695415
2.907222766824642e-08,3.4372513716933266e-08,2281596.049821625
2.7897048408362383e-08,3.3704966336383225e-08,2294311.7073737085
2.7578822727520888e-08,3.3799132571702816e-08,2307027.3649257915
2.7451029868930487e-08,3.370288291422449e-08,2319743.022477875
2.8116604179744424e-08,3.354317225506756e-08,2332458.6800299585
2.8084005427806752e-08,3.2844006347773995e-08,2345174.3375820415
2.7765818811036506e-08,3.21448850920914e-08,2357889.995134125
2.7288996171306973e-08,3.154100255148736e-08,2370605.6526862085
2.6717012874189215e-08,3.138138448049066e-08,2383321.3102382915
2.6652737106379463e-08,3.077756546808105e-08,2396036.967790375
2.7889334301268066e-08,3.0617983618570745e-08,2408752.6253424585
2.833266962969761e-08,3.07439606620123e-08,2421468.2828945415
2.92518776100644e-08,3.2614891738770284e-08,2434183.940446625
2.769643556216489e-08,3.2455273287622775e-08,2446899.5979987085
2.8330088285452993e-08,3.324740484115872e-08,2459615.2555507915
2.7948546834132684e-08,3.2294688623322446e-08,2472330.913102875
2.8233206649505074e-08,3.134203165136069e-08,2485046.5706549585
2.7819972256809575e-08,3.077009474242336e-08,2497762.2282070415
2.686751070912279e-08,3.051540177352553e-08,2510477.885759125
2.626402604791191e-08,3.019728598745427e-08,2523193.5433112085
2.591433005008672e-08,2.9688877511482462e-08,2535909.2008632915
2.556465632614666e-08,2.9751423863431223e-08,2548624.858415375
2.6103080463025844e-08,3.086062854255668e-08,2561340.5159674585
2.6165733127975262e-08,3.1652608074811286e-08,2574056.1735195415
2.6260098463859008e-08,3.2063960805509006e-08,2586771.831071625
2.5466463269621648e-08,3.1714151020699434e-08,2599487.4886237085
2.5021721843973796e-08,3.142779004737393e-08,2612203.1461757915
2.486241849148339e-08,3.088774950345003e-08,2624918.803727875
2.5051950454691004e-08,2.9776938578423863e-08,2637634.4612799585
2.5019499717148228e-08,2.828567014917138e-08,2650350.1188320415
2.4860214324988603e-08,2.7270133060574232e-08,2663065.776384125
2.454239695612452e-08,2.7079078812054704e-08,2675781.4339362085
2.485875134369213e-08,2.7395358623660714e-08,2688497.0914882915
2.4984848433393748e-08,2.783844787375598e-08,2701212.749040375
2.5427996699541472e-08,2.83132182701877e-08,2713928.4065924585
2.5966234714115033e-08,2.9073305534607432e-08,2726644.0641445415
2.634592318627705e-08,2.9389495539926384e-08,2739359.721696625
2.6250046512084067e-08,2.9769074486530114e-08,2752075.3792487085
2.602736861129119e-08,3.081437550569432e-08,2764791.0368007915
2.5741302740413925e-08,3.122559507303906e-08,2777506.694352875
2.6216059389883542e-08,3.160509215443034e-08,2790222.3519049585
2.6247000000702832e-08,3.100189130517798e-08,2802938.0094570415
2.6594923738588152e-08,3.0367028535837243e-08,2815653.667009125
2.5801720690092104e-08,2.9478624375658058e-08,2828369.3245612085
2.5230440376610594e-08,2.9002327819847606e-08,2841084.9821132915
2.469088981397385e-08,2.8526060118840135e-08,2853800.639665375
2.4658486884025057e-08,2.9032357308183742e-08,2866516.2972174585
2.4531005634340368e-08,2.9253382687979536e-08,2879231.9547695415
2.45303045116578e-08,2.9062389195336174e-08,2891947.612321625
2.4149300714726824e-08,2.8079108180115443e-08,2904663.2698737085
2.4275377343127007e-08,2.7571251029400126e-08,2917378.9274257915
2.433806763385975e-08,2.700004378131316e-08,2930094.584977875
2.465426993183702e-08,2.674576326795687e-08,2942810.2425299585
2.5319027890139594e-08,2.731539679762244e-08,2955525.9000820415
2.6142186994701237e-08,2.744137446958942e-08,2968241.557634125
2.6585061648114472e-08,2.744059998482376e-08,2980957.2151862085
2.6901169814098392e-08,2.820028402184637e-08,2993672.8727382915
2.6710304397833776e-08,2.9054981177714796e-08,3006388.530290375
2.6614502846486092e-08,2.9592792450735727e-08,3019104.1878424585
2.6043462344755306e-08,2.870483805881789e-08,3031819.8453945415
2.55675015983091e-08,2.7848616982544855e-08,3044535.502946625
2.505988746349683e-08,2.746766426150664e-08,3057251.1604987085
2.464734407803494e-08,2.7847063553461073e-08,3069966.8180507915
2.379131176786377e-08,2.6927583225944345e-08,3082682.475602875
2.3854008505372264e-08,2.699019289054073e-08,3095398.1331549585
2.394838071806096e-08,2.7306222458953104e-08,3108113.7907070415
2.4739640183719232e-08,2.781229715916195e-08,3120829.448259125
2.51507451448282e-08,2.7621473257292433e-08,3133545.1058112085
2.546680330716466e-08,2.736731101665456e-08,3146260.7633632915
2.546610277617624e-08,2.6954792863838285e-08,3158976.420915375
2.524368985352782e-08,2.676401245449311e-08,3171692.0784674585
2.4862927806552084e-08,2.650989882048929e-08,3184407.7360195415
2.4830576046241374e-08,2.6730875233453728e-08,3197123.393571625
2.517827676544759e-08,2.771193983618446e-08,3209839.0511237085
2.8059553807531874e-08,3.03081185031693e-08,3222554.7086757915
2.6063639539857976e-08,2.869217183853138e-08,3235270.366227875
3.55000567180602e-08,3.6988462307488235e-08,3247986.0237799585
3.781081096085781e-08,4.0597537396833935e-08,3260701.6813320415
3.822145263126071e-08,3.999477603420238e-08,3273417.338884125
2.8309077202665686e-08,3.07473310556917e-08,3286132.9964362085
2.5711802345073598e-08,2.821332006091204e-08,3298848.6539882915
2.482452081650675e-08,2.7990913777795876e-08,3311564.311540375
2.4317245174260896e-08,2.7800183936199304e-08,3324279.9690924585
2.3999971352908423e-08,2.7324505643218956e-08,3336995.6266445415
2.4062652341349503e-08,2.694383834537951e-08,3349711.284196625
2.4631899827462786e-08,2.7164742997381837e-08,3362426.9417487085
2.520111819836974e-08,2.7512276023094602e-08,3375142.5993007915
2.5643672124663824e-08,2.7384909120782975e-08,3387858.256852875
2.5832939718747495e-08,2.6940970221389855e-08,3400573.9144049585
2.557899811744105e-08,2.6117170107535726e-08,3413289.5719570415
2.4976851514311747e-08,2.538838392202537e-08,3426005.229509125
2.4184804950562398e-08,2.465963750849229e-08,3438720.8870612085
2.33928013584116e-08,2.4437405478611307e-08,3451436.5446132915
2.2727455968348472e-08,2.446841708013004e-08,3464152.202165375
2.2948430888956075e-08,2.4974223408808747e-08,3476867.8597174585
2.392904769365159e-08,2.5416700129632575e-08,3489583.5172695415
2.5226127938253844e-08,2.5764200930663275e-08,3502299.174821625
2.5826830146003773e-08,2.544702382032725e-08,3515014.8323737085
2.5857807697358e-08,2.5193163925455286e-08,3527730.4899257915
2.5667242772599267e-08,2.522415843373812e-08,3540446.147477875
2.5634929336642983e-08,2.588811382391847e-08,3553161.8050299585
2.5570971625235565e-08,2.6425447162217444e-08,3565877.4625820415
2.5570311359685344e-08,2.6804521932739463e-08,3578593.120134125
2.560129802749556e-08,2.6677248748057793e-08,3591308.7776862085
2.5379126027005894e-08,2.6201890711173167e-08,3604024.4352382915
2.4872170873608825e-08,2.5663270456102744e-08,3616740.092790375
2.5156322290740453e-08,2.5219608636125963e-08,3629455.7503424585
2.5313890979008167e-08,2.5060752069218085e-08,3642171.4078945415
2.4965187993794087e-08,2.5629660678039554e-08,3654887.065446625
2.486963004962538e-08,2.6356745332491018e-08,3667602.7229987085
2.4394398862148572e-08,2.6893954646986107e-08,3680318.3805507915
2.3349688438230406e-08,2.686163344723254e-08,3693034.038102875
2.2906160653697765e-08,2.717733701868284e-08,3705749.6956549585
2.296885716227386e-08,2.717665055426067e-08,3718465.3532070415
2.3063188412878583e-08,2.7175965496107958e-08,3731181.010759125
2.2682976812840627e-08,2.6479290923776298e-08,3743896.6683112085
2.258750187787376e-08,2.6099004270652453e-08,3756612.3258632915
2.255530160020021e-08,2.62881565634872e-08,3769327.983415375
2.2744539084923416e-08,2.6508934288130494e-08,3782043.6409674585
2.2554174858809535e-08,2.6634803970711957e-08,3794759.2985195415
2.2838301203358204e-08,2.6697404730795467e-08,3807474.956071625
2.3407095456299712e-08,2.6412060413527376e-08,3820190.6136237085
2.3817710523266087e-08,2.62532532992176e-08,3832906.2711757915
2.3279417162101748e-08,2.568327002123182e-08,3845621.928727875
2.3089069070712668e-08,2.599892435085728e-08,3858337.5862799585
2.2772219208348814e-08,2.6947126063212762e-08,3871053.2438320415
2.24553860973832e-08,2.748412749102254e-08,3883768.901384125
2.2075316632407586e-08,2.7356946829559548e-08,3896484.5589362085
2.194827294713672e-08,2.7261399539527165e-08,3909200.2164882915
2.22639863148119e-08,2.6817983515568878e-08,3921915.874040375
2.2895927482932948e-08,2.659595996290968e-08,3934631.5315924585
2.3116734300292317e-08,2.62474548142854e-08,3947347.1891445415
2.3653758263171526e-08,2.6468176024431235e-08,3960062.846696625
2.3716428786810562e-08,2.6341046905884266e-08,3972778.5042487085
2.3968824315501685e-08,2.6245546414071765e-08,3985494.1618007915
2.4094727351126848e-08,2.615005186270591e-08,3998209.819352875
2.444196284245391e-08,2.64972378550794e-08,4010925.4769049585
2.4314900026153976e-08,2.693926504848269e-08,4023641.1344570415
2.425108073391447e-08,2.7159945698086742e-08,4036356.792009125
2.4218883065496458e-08,2.665341830837274e-08,4049072.4495612085
2.396537205940172e-08,2.57675174517314e-08,4061788.1071132915
2.3332484368649318e-08,2.472358099767448e-08,4074503.764665375
2.3173854196311608e-08,2.510237412260766e-08,4087219.4222174585
2.348944769044451e-08,2.5986979813654624e-08,4099935.0797695415
2.3552118755022103e-08,2.604959175052109e-08,4112650.737321625
2.3583175210423538e-08,2.6112202042640536e-08,4125366.3948737085
2.370906766278351e-08,2.5921913977976635e-08,4138082.0524257915
2.3487230571636425e-08,2.566841349147884e-08,4150797.709977875
2.3265405092031056e-08,2.6110359519045725e-08,4163513.3675299585
2.3043591189589766e-08,2.6204577635349676e-08,4176229.0250820415
2.28217888299385e-08,2.576143752963972e-08,4188944.682634125
2.2821256700176577e-08,2.531831941390781e-08,4201660.3401862085
2.2852333402407207e-08,2.5349338020374245e-08,4214375.9977382915
2.2504126780020483e-08,2.588606718095053e-08,4227091.655290375
2.2187543631954798e-08,2.6549197508321983e-08,4239807.3128424585
2.253469085312878e-08,2.6643400265340195e-08,4252522.9703945415
2.3197870466543632e-08,2.6705995291865626e-08,4265238.627946625
2.370300069518949e-08,2.6452548775831474e-08,4277954.2854987085
2.3892076149094353e-08,2.635713162479456e-08,4290669.9430507915
2.3765118625464056e-08,2.6324925285919626e-08,4303385.600602875
2.401739006225304e-08,2.619791626527338e-08,4316101.2581549585
2.347962348641689e-08,2.584970661088697e-08,4328816.9157070415
2.2783880652491077e-08,2.5311911792850698e-08,4341532.573259125
2.2340967972390138e-08,2.486894171749793e-08,4354248.2308112085
2.243525876298823e-08,2.518436793535439e-08,4366963.8883632915
2.2750734114334325e-08,2.562617412045158e-08,4379679.545915375
2.290820872618697e-08,2.5404413539109412e-08,4392395.2034674585
2.2970886947864637e-08,2.5435438779960153e-08,4405110.8610195415
2.3349524605278886e-08,2.6035193876522062e-08,4417826.518571625
2.3506978654349042e-08,2.6792900401731165e-08,4430542.1761237085
2.3790805629532395e-08,2.745579029490525e-08,4443257.8336757915
2.397983916548123e-08,2.745517817497126e-08,4455973.491227875
2.4453205089771278e-08,2.7612533912739146e-08,4468689.1487799585
2.4926551217147386e-08,2.770669888141731e-08,4481404.8063320415
2.4925999307046026e-08,2.7484942201685734e-08,4494120.463884125
2.4799083923975418e-08,2.697887601410829e-08,4506836.1214362085
2.438786095547588e-08,2.647283352420827e-08,4519551.7789882915
2.3186912354980976e-08,2.5966814653670788e-08,4532267.436540375
2.2554621584950896e-08,2.5776710382801023e-08,4544983.0940924585
2.264889319873302e-08,2.5491850504013316e-08,4557698.7516445415
2.3438091782421294e-08,2.4985890296354776e-08,4570414.409196625
2.403773490912694e-08,2.4416779349218296e-08,4583130.0667487085
2.387928075375921e-08,2.4037212504776136e-08,4595845.7243007915
2.3626077690296185e-08,2.387876301318705e-08,4608561.381852875
2.3562396682474937e-08,2.454153112906572e-08,4621277.0394049585
2.3498719619220902e-08,2.5046350346830882e-08,4633992.6969570415
2.343504649068097e-08,2.517214562408724e-08,4646708.354509125
2.3276628460163782e-08,2.5550600304304616e-08,4659424.0120612085
2.3149800670433957e-08,2.577112871360724e-08,4672139.6696132915
2.3022979481264983e-08,2.5612669903025924e-08,4684855.327165375
2.2990907624238438e-08,2.5201571818876747e-08,4697570.9847174585
2.2927258052398898e-08,2.497997399372938e-08,4710286.6422695415
2.302151022173007e-08,2.4947864300640265e-08,4723002.299821625
2.305260174846328e-08,2.510523067127165e-08,4735717.9573737085
2.3052114888332762e-08,2.5420482856312154e-08,4748433.6149257915
2.257796560229027e-08,2.56409903063772e-08,4761149.272477875
2.2388029609922248e-08,2.5766759043295564e-08,4773864.9300299585
2.241913646550272e-08,2.567149006542776e-08,4786580.5875820415
2.2829150211406202e-08,2.5702528730407535e-08,4799296.245134125
2.2923398690650244e-08,2.6175616411224592e-08,4812011.9026862085
2.2701901681650888e-08,2.6711834245725523e-08,4824727.5602382915
2.289087204739643e-08,2.6869147741150842e-08,4837443.217790375
2.3332419437480647e-08,2.6458142745072776e-08,4850158.8753424585
2.3963383605379576e-08,2.6394451507374608e-08,4862874.5328945415
2.3678744816025643e-08,2.4973182865968375e-08,4875590.190446625
2.3646687029571538e-08,2.402553915821621e-08,4888305.8479987085
2.374091321098544e-08,2.4056616844110252e-08,4901021.5055507915
2.3645718430622585e-08,2.4182403628647396e-08,4913737.163102875
2.3171699857585592e-08,2.4718584452982997e-08,4926452.8206549585
2.355004941121675e-08,2.487592350675442e-08,4939168.4782070415
2.4149359306243216e-08,2.5601477643612087e-08,4951884.135759125
2.4085735957664972e-08,2.63901379562358e-08,4964599.7933112085
2.3643318247253107e-08,2.686310257464939e-08,4977315.4508632915
2.3579710109815536e-08,2.673629780858602e-08,4990031.108415375
2.3705497183061673e-08,2.6104455619696404e-08,5002746.7659674585
2.3862845018151625e-08,2.537794628914538e-08,5015462.4235195415
2.3957059805076993e-08,2.503023507961272e-08,5028178.081071625
2.3956581996147816e-08,2.51244259142736e-08,5040893.7386237085
2.3798291814527346e-08,2.5534241482695783e-08,5053609.3961757915
2.3135015609630298e-08,2.572310739679221e-08,5066325.053727875
2.2913627449650616e-08,2.5691036837487054e-08,5079040.7112799585
2.319722275971389e-08,2.5374921222870705e-08,5091756.3688320415
2.357548874184902e-08,2.512193981059146e-08,5104472.026384125
2.3890621831287078e-08,2.467961198423579e-08,5117187.6839362085
2.3479887048017616e-08,2.4426656687050586e-08,5129903.3414882915
2.306916952414188e-08,2.45839713533605e-08,5142618.999040375
2.2942489005100804e-08,2.499374318024737e-08,5155334.6565924585
2.30682717257298e-08,2.496170032154894e-08,5168050.3141445415
2.3320276860354497e-08,2.4740320782838876e-08,5180765.971696625
2.3477605656972905e-08,2.4708286598669067e-08,5193481.6292487085
2.3571818943309626e-08,2.5086473975811448e-08,5206197.2868007915
2.309804508199752e-08,2.540153864891804e-08,5218912.944352875
2.303449390447436e-08,2.552726790235583e-08,5231628.6019049585
2.3034053325035113e-08,2.5053477178188878e-08,5244344.2594570415
2.3254484201386196e-08,2.483212899116816e-08,5257059.917009125
2.356956474540575e-08,2.4705447383738558e-08,5269775.5745612085
2.3853082815762832e-08,2.473653032745775e-08,5282491.2321132915
2.3947284753171946e-08,2.4956919946981565e-08,5295206.889665375
2.3599777283764347e-08,2.4956448972536895e-08,5307922.5472174585
2.3283834020347937e-08,2.5334578209131964e-08,5320638.2047695415
2.296790381435353e-08,2.5744243835868795e-08,5333353.862321625
2.2368048066112633e-08,2.542827467036218e-08,5346069.5198737085
2.2115245406920145e-08,2.530160744129809e-08,5358785.1774257915
2.2083286156639704e-08,2.5111851115264577e-08,5371500.834977875
2.224061101102376e-08,2.5048290982628175e-08,5384216.4925299585
2.236638477870322e-08,2.507937362351066e-08,5396932.1500820415
2.2523700830216164e-08,2.555209758049733e-08,5409647.807634125
2.283873831720991e-08,2.580398887220678e-08,5422363.4651862085
2.3469211773510052e-08,2.5803515095068845e-08,5435079.1227382915
2.3626502372864675e-08,2.5771498582951185e-08,5447794.780290375
2.387841887749191e-08,2.5928745465387517e-08,5460510.4378424585
2.4319584877674495e-08,2.5896730459884254e-08,5473226.0953945415
2.416143163007465e-08,2.5549294543551525e-08,5485941.752946625
2.3814034736501264e-08,2.5201872522469548e-08,5498657.4104987085
2.352973401004186e-08,2.48544643430469e-08,5511373.0680507915
2.3276985359526095e-08,2.45701512128331e-08,5524088.725602875
2.327656749293431e-08,2.4695870388844937e-08,5536804.3831549585
2.3528466821041215e-08,2.456927031312481e-08,5549520.0407070415
2.362266365420517e-08,2.434805920032896e-08,5562235.698259125
2.3401474574346947e-08,2.3906088581340954e-08,5574951.3558112085
2.349567270202935e-08,2.3779513043396144e-08,5587667.0133632915
2.3274496107907736e-08,2.447291189666179e-08,5600382.670915375
2.3084865213356556e-08,2.526089759002541e-08,5613098.3284674585
2.298985061215896e-08,2.551274231171001e-08,5625813.9860195415
2.2894840516865903e-08,2.491311846876593e-08,5638529.643571625
2.2862904995572344e-08,2.428198185736649e-08,5651245.3011237085
2.2957109716337606e-08,2.428155835381862e-08,5663960.9586757915
2.3114380207658144e-08,2.4722611299869014e-08,5676676.616227875
2.2830178863937922e-08,2.494291641073881e-08,5689392.2737799585
